CASEID,recid,agearr10,agecxryg,agefhsdg,agegr10,agehsdyg,aprgrdif,ageprg10,sex,marstat,sexpr,prtypec,chh0014c,chinhsdc,cxr0014c,cxrflag,cxrtime6,parnum,livarr08,livarr11,fhsd,mhsd,agemhsdg,grfhsd,grmhsd,sonhsd,dauhsd,solhsdc,grsohsdc,grchhsdc,grdahsdc,brhsdc,brohsdc,sihsdc,ilhsdc,orelhsdc,unrlhsdc,hsdsizec,hsdeligc,multigen,mar_110,mar_133,mar_134,mar_135,mar_137,whw120gr,whw_230,whw_240,jsr_01gr,jsr_02,jsr_03,jsr_04,jsr_05,jsr_06,jsr_07,jsr_08,jsr_09,jsr_10,sfc_01,sfc_02,sfc_03,sfc_04gr,sfc_05,sfc_06,sfc_07,sfc_08,sfc_09,smg_01,smg_02,ttlincg2,famincg2
 1711, 1711,96,96,96,1, 3,96,96,2,6,6,0,0,0,0,2,1,1,3, 9,2,1, 4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 3,2,2,1,6,3, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,4, 4,1,2
 1712, 1712,96,96,96,1, 3,10, 1,1,2,1,3,0,0,0,2,1,0,1, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 3,1,6,6,6,2, 8,1,6,2,96,2,6,6,1,1,1,2,1,3,6,6, 4,6, 4, 4, 4,4, 2,1,5
 1713, 1713,96,96,96,5, 6,11, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,2,2,6,2,3, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 2,2,3
 1714, 1714,96,96,96,5, 6, 7, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,3, 1,6,6,1,96,2,6,6,1,1,1,1,3,4,6,6, 4,6, 5, 5, 5,1,96,3,5
 1715, 1715,96,96,96,4, 5,12, 4,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 4,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,1,96,1,2
 1716, 1716,96, 2,96,2, 1,96,96,2,6,6,0,1,1,1,1,3,1,7, 6,2,1, 4,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,2,1, 1,1,6,6,6,4, 1,6,6,1,96,2,6,6,2,2,1,1,3,4,6,6, 5,6, 5, 5, 6,3, 3,3,3
 1717, 1717, 3, 1,96,2, 7, 7, 2,2,1,1,1,1,1,1,1,2,0,5,10,2,2,96,2,2,1,0,0,0,0,0,0,0,0,2,0,0,5,4,2, 4,1,6,6,6,1, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 7,1,1
 1718, 1718,96, 2,96,3, 1, 6, 3,1,1,2,1,3,4,3,1,6,0,5, 3,2,2,96,2,2,2,2,0,0,0,0,0,0,0,0,0,0,6,2,2, 1,1,6,6,6,4, 1,6,1,6,96,2,6,6,6,6,2,2,6,6,6,6,96,6,96,96,96,4, 5,6,6
 1719, 1719,96,96, 3,2, 3,96,96,2,6,6,0,0,0,0,2,1,2,6, 8,1,1, 3,2,2,0,0,0,0,0,0,0,0,1,0,0,0,4,4,2, 1,1,6,6,6,3, 8,2,2,6,96,2,6,6,6,6,1,1,6,6,6,6,96,6,96,96,96,3, 1,4,4
 1720, 1720, 2,96,96,5, 7,12, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,7, 3,2,4
 1721, 1721,96,96,96,3, 5, 8, 3,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,3,3,3,2,2,3,6,6, 5,6, 3, 3, 5,3, 2,3,4
 1722, 1722,96,96,96,6, 6,96,96,2,5,6,0,0,0,0,2,1,0,5,11,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 2,2,4
 1723, 1723,96,96,96,1, 3,96,96,2,6,6,0,0,0,0,2,1,0,1,10,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2, 3,1,6,6,6,3, 2,6,6,1,96,1,5,2,2,2,2,2,1,5,6,6, 5,6, 5, 5, 6,3, 4,1,4
 1724, 1724,96,96,96,6, 8,11, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 5,2,4
 1725, 1725,96, 1,96,2, 1, 7, 2,2,1,1,1,2,2,2,1,5,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2,99,2,2,1,6,3, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 7,2,6
 1726, 1726,96,96,96,5, 7,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,2,2,2,2,1,4,6,6, 5,6, 5, 5, 5,3, 3,2,2
 1727, 1727,96,96,96,6, 7, 6, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,4, 1,6,1,6,96,2,6,6,6,6,1,1,6,6,6,6,96,6,96,96,96,2, 1,3,5
 1728, 1728,96,96,96,5, 7,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,3, 1,6,6,1,96,2,6,6,1,1,1,1,1,2,6,6, 5,6, 5, 5, 5,1,96,1,1
 1729, 1729,96,96,96,6, 7,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 2,2,2,1,2,3, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 2,1,1
 1730, 1730,96,96,96,6, 7, 8, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,4, 8,1,6,2,96,1,5,7,1,2,1,1,1,2,6,6, 3,6, 5, 5, 6,4, 2,3,4
 1731, 1731,96,96,96,6, 7, 9, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 3,2,6
 1732, 1732,96,96,96,4, 6, 7, 4,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,3, 1,6,6,1,96,2,6,6,1,1,1,1,2,3,6,6, 4,6, 4, 4, 4,4, 7,4,6
 1733, 1733,96,96,96,4, 6,96,96,1,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 6,6,6
 1734, 1734,96,96,96,5, 6,10, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,3, 1,6,6,1,96,2,6,6,2,2,1,1,4,6,2,6, 4,6, 5, 4, 4,3, 1,3,6
 1735, 1735,96,96,96,5, 7,96,96,1,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,3, 8,2,1,6,96,1,1,2,6,6,2,3,6,6,6,6,96,6,96,96,96,2, 7,1,1
 1736, 1736,96,96,96,7, 8,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 3,1,1
 1737, 1737,96,96,96,7, 8,96,96,1,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 6,1,1
 1738, 1738, 5, 6,96,6, 4, 4, 5,1,1,2,1,0,1,0,1,1,0,5, 4,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,3,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 6,1,1
 1739, 1739,96,96,96,6, 7, 2, 5,1,2,2,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 7,2,3
 1740, 1740,96,96,96,6, 7,12, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,10,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 5,4,6
 1741, 1741,96,96,96,7, 9,10, 7,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 5,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 7,2,3
 1742, 1742,96,96,96,3, 4,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 3,1,6,6,6,1, 7,2,1,6,96,7,6,6,6,6,2,2,6,6,6,6,96,6,96,96,96,3, 4,2,2
 1743, 1743,96,96,96,4, 6,15, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,2,2,6,2,4, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,4, 3,1,2
 1744, 1744,96,96,96,2, 3, 8, 2,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,1,1,2,1,2,3,6,6, 4,6, 5, 5, 5,4, 1,2,4
 1745, 1745,96,96,96,5, 7,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,1,3,2,1,2,5,6,6, 5,6, 4, 4, 4,3, 3,3,3
 1746, 1746, 4,96,96,4, 5, 2, 3,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,1,2,1,1,1,3,6,6, 5,6, 4, 5, 5,2, 1,3,4
 1747, 1747,96, 1,96,2, 1,14, 3,2,2,1,2,3,3,3,1,5,0,5, 3,2,2,96,2,2,1,2,0,0,0,0,0,0,0,0,0,0,5,2,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,2,2,2,1,2,4,6,6, 4,6, 3, 3, 5,5, 7,3,4
 1748, 1748,96, 1,96,2, 1, 2, 1,1,2,2,2,1,1,1,1,2,0,5, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2, 3,1,6,6,6,9, 1,6,6,9,96,9,6,6,9,9,9,9,9,9,6,6,99,6,99,99,99,2, 2,6,6
 1749, 1749, 3,96,96,7, 9, 9, 7,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 3,2,2
 1750, 1750,96,96,96,6, 7,10, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,4, 7,1,2
 1751, 1751, 4, 3,96,3, 2, 2, 3,1,1,2,1,1,1,1,1,3,0,5, 3,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2, 2,2,1,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 2,4,6
 1752, 1752, 3, 1,96,2, 1, 8, 2,2,1,1,1,1,1,1,1,2,0,5, 3,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2, 4,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 2,1,1
 1753, 1753,96,96,96,5, 7,11, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,2,2,6,1,4, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 5,1,1
 1754, 1754,96,96,96,6, 7,10, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,1,96,1,1
 1755, 1755, 3,96,96,2, 1,96,96,2,6,6,0,2,0,0,2,1,0,5,10,2,2,96,2,2,0,0,0,0,0,0,1,1,0,1,4,0,6,4,2, 1,1,6,6,6,3, 1,6,6,1,96,2,6,6,1,1,2,1,2,3,6,6, 4,6, 3, 3, 3,3, 1,2,3
 1756, 1756,96,96,96,5, 7,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 3,3,3
 1757, 1757,96, 1,96,2, 1, 9, 2,2,1,1,1,2,2,2,1,5,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2, 1,1,6,6,6,2, 1,6,6,2,96,2,6,6,2,2,3,2,3,5,6,6, 2,3, 5, 4, 6,4, 1,2,6
 1758, 1758,96,96,96,7, 8,96,96,1,4,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,1,96,2,2
 1759, 1759,96, 1,96,2, 1, 2, 1,1,2,2,2,2,2,2,1,2,0,5, 3,2,2,96,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,2,2, 2,2,1,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,5, 2,1,1
 1760, 1760, 4, 6,96,6, 4,10, 6,2,1,1,1,0,1,0,1,1,0,5, 4,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,3,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 3,4,6
 1761, 1761,96,96,96,4, 6, 9, 4,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,3, 1,6,6,1,96,2,6,6,1,2,2,1,3,5,6,6, 5,6, 5, 5, 5,2, 6,3,3
 1762, 1762,96,96,96,6, 7,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 5,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,1,96,2,2
 1763, 1763,96,96,96,4, 6,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,3, 7,1,1,6,96,2,6,6,6,6,1,1,6,6,6,6,96,6,96,96,96,3, 1,1,1
 1764, 1764,96,96,96,6, 7,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,2, 1,6,6,1,96,2,6,6,2,3,2,1,2,4,6,6, 4,6, 4, 4, 4,2, 6,4,4
 1765, 1765,96,96,96,4, 6, 6, 4,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,4, 4,1,1,6,96,2,6,6,6,6,1,1,6,6,6,6,96,6,96,96,96,2, 3,4,6
 1766, 1766,96,96, 4,3, 7,96,96,2,6,6,0,0,0,0,2,1,2,6, 8,1,1, 4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,3,2,3,3,3,4,6,6, 3,6, 3, 3, 4,3, 2,2,6
 1767, 1767,96, 5,96,4, 3, 5, 4,1,1,2,1,0,1,0,1,1,0,5, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2, 1,1,6,6,6,2, 1,6,6,1,96,2,6,6,1,1,1,1,1,3,6,6, 4,6, 4, 4, 4,2, 6,2,3
 1768, 1768, 1,96,96,3, 4,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,2,2,3,1,2,2,6,6, 3,6, 5, 4, 4,2, 1,2,2
 1769, 1769,96,96,96,5, 7,96,96,1,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 6,1,1
 1770, 1770,96,96,96,4, 6,96,96,1,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,1,3,2,1,3,5,6,6, 5,6, 5, 3, 6,3, 2,2,2
 1771, 1771,96, 1,96,3, 1, 6, 2,2,2,1,2,2,2,2,1,5,0,5, 3,2,2,96,2,2,0,2,0,0,0,0,0,0,0,0,0,0,4,2,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,2,2,2,2,3,5,6,6, 4,6, 3, 3, 6,3, 1,2,5
 1772, 1772,96,96,96,7, 8, 6, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 3,2,3
 1773, 1773,96, 2,96,3, 1, 5, 3,1,1,2,1,1,1,1,1,3,0,5, 3,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2, 1,1,6,6,6,3, 1,6,6,2,96,1,5,1,2,3,3,3,3,5,6,6, 3,6, 4, 3, 3,3, 2,4,6
 1774, 1774,96,96,96,5, 6,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 8,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 6,1,1
 1775, 1775, 6,96,96,7, 9,96,96,1,1,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,99,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,1,96,1,1
 1776, 1776,96,96,96,6, 7,96,96,1,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,2, 1,6,6,2,96,2,6,6,2,2,2,2,3,5,6,6, 5,6, 5, 5, 5,3, 7,3,3
 1777, 1777,96,96, 4,2, 3,96,96,2,6,6,0,0,0,0,2,1,2,6, 8,1,1, 4,2,2,0,0,0,0,0,0,1,1,1,0,0,0,5,4,2, 1,1,6,6,6,3, 2,6,6,1,96,2,6,6,1,1,1,1,2,5,6,6, 5,6, 5, 5, 6,2, 7,1,4
 1778, 1778,96, 3,96,4, 2, 5, 3,1,1,2,1,2,2,2,1,3,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2, 8,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 6,4,5
 1779, 1779,96,96,96,5, 7, 8, 5,2,2,1,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 7,3,6
 1780, 1780,96,96,96,4, 5,96,96,1,4,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,4, 1,6,6,1,96,2,6,6,2,2,1,1,1,5,6,6, 5,6, 4, 4, 6,2, 1,3,3
 1781, 1781,96,96,96,6, 8,13, 7,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 5,2,2
 1782, 1782,96,96,96,2, 3,96,96,1,6,6,0,0,0,0,2,1,1,7, 9,2,1, 3,2,2,0,0,0,0,0,0,2,0,0,0,0,0,4,4,2,10,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 7,1,2
 1783, 1783,96,96,96,7, 8,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 3,1,1
 1784, 1784,96,96,96,5, 6, 4, 4,2,2,1,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 5,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 6,1,2
 1785, 1785,96,96,96,5, 7,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 3,3,3
 1786, 1786, 3, 3,96,4, 2, 9, 4,1,1,2,1,1,2,1,1,4,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,3,2, 1,1,6,6,6,4, 1,6,6,1,96,2,6,6,1,1,2,1,1,4,6,6, 1,1, 4, 4, 4,3, 1,3,6
 1787, 1787, 4,96,96,7, 8,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,4, 7,6,6
 1788, 1788,96,96,96,1, 2,15, 4,2,1,2,1,1,0,0,2,1,0,1, 5,2,2,96,2,2,0,0,0,0,0,0,0,0,1,0,0,0,3,2,2, 3,1,6,6,6,2, 1,6,6,2,96,1,5,7,2,2,3,2,3,4,6,6, 5,6, 5, 5, 6,4, 4,1,1
 1789, 1789,96,96,96,6, 7,14, 7,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 3,1,2
 1790, 1790,96,96,96,5, 6,96,96,2,4,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,3, 4,2,6,2,96,1,1,1,2,2,2,1,2,3,6,6, 4,6, 3, 4, 5,3, 1,3,3
 1791, 1791,96,96,96,6, 7,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 2,1,1
 1792, 1792,96,96,96,2, 4,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 8,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 6,2,2
 1793, 1793,96, 3,96,5, 2, 8, 5,1,1,2,1,1,1,1,1,4,0,5, 3,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2, 1,1,6,6,6,4, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 2,3,6
 1794, 1794,96,96,96,6, 8,10, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,1,96,1,2
 1795, 1795, 4, 1,96,4, 1, 2, 3,1,1,2,1,1,1,1,1,2,0,5, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2, 1,1,6,6,6,3, 1,6,6,1,96,2,6,6,2,2,3,1,1,2,6,6, 1,1, 5, 5, 5,3, 1,1,3
 1796, 1796,96, 2,96,3, 1, 8, 3,2,1,1,1,3,3,3,1,3,0,5, 3,2,2,96,2,2,3,0,0,0,0,0,0,0,0,0,0,0,5,2,2, 1,1,6,6,6,4, 1,6,6,4, 6,2,6,6,2,3,2,3,2,3,6,6, 3,6, 5, 4, 5,4, 5,4,6
 1797, 1797,96,96,96,7, 8,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,1,6,6,6,1, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 5,2,2
