CASEID,recid,agearr10,agecxryg,agefhsdg,agegr10,agehsdyg,aprgrdif,ageprg10,sex,marstat,sexpr,prtypec,chh0014c,chinhsdc,cxr0014c,cxrflag,cxrtime6,parnum,livarr08,livarr11,fhsd,mhsd,agemhsdg,grfhsd,grmhsd,sonhsd,dauhsd,solhsdc,grsohsdc,grchhsdc,grdahsdc,brhsdc,brohsdc,sihsdc,ilhsdc,orelhsdc,unrlhsdc,hsdsizec,hsdeligc,multigen,mar_110,mar_133,mar_134,mar_135,mar_137,whw120gr,whw_230,whw_240,jsr_01gr,jsr_02,jsr_03,jsr_04,jsr_05,jsr_06,jsr_07,jsr_08,jsr_09,jsr_10,sfc_01,sfc_02,sfc_03,sfc_04gr,sfc_05,sfc_06,sfc_07,sfc_08,sfc_09,smg_01,smg_02,ttlincg2,famincg2
 1798, 1798, 2, 1,96,3, 1, 5, 3,1,1,2,1,2,2,2,1,5,0,5, 3,2,2,96,2,2,0,2,0,0,0,0,0,0,0,0,0,0,4,2,2, 1,1,6,6,6,3, 1,6,6,2,96,1,2,1,3,1,3,2,3,5,6,6, 5,6, 4, 4, 5,3, 2,2,3
 1799, 1799,96,96,96,6, 7, 8, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 5,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 6,2,2
 1800, 1800, 1,96,96,6, 7,96,96,1,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,1,96,1,1
 1801, 1801,96,96,96,1, 3,96,96,2,6,6,0,0,0,0,2,1,0,1, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 3,2,1,1,6,3, 4,1,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 6,1,1
 1802, 1802,96,96,96,6, 7, 6, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,4, 3,2,2
 1803, 1803, 1,96, 2,1, 5,96,96,2,6,6,0,1,0,0,2,1,2,2, 8,1,1, 2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,4,3,2, 3,1,6,6,6,1, 2,6,6,4, 4,1,1,2,3,2,3,2,3,4,6,6, 4,6, 4, 5, 5,3, 4,1,3
 1804, 1804, 2,96,96,6, 7,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,1,96,1,1
 1805, 1805,96,96,96,6, 7,14, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 6,1,6
 1806, 1806,96,96,96,6, 7,96,96,1,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,3, 1,6,6,1,96,2,6,6,2,2,2,1,1,5,6,6, 5,6, 4, 4, 6,3, 6,3,3
 1807, 1807,96,96,96,4, 6,96,96,2,1,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,3, 1,6,6,1,96,2,6,6,1,1,1,1,1,5,6,6, 5,6, 5, 5, 5,3, 5,2,2
 1808, 1808,99, 6,96,6, 7, 8, 6,2,1,1,1,0,1,0,1,1,0,5, 4,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2, 5,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 3,1,2
 1809, 1809,96,96,96,3, 5,96,96,1,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,4, 4,1,6,2,96,2,6,6,2,2,3,1,1,3,6,6, 5,6, 4, 4, 4,2, 3,2,2
 1810, 1810,96, 4,96,4, 2, 4, 4,1,1,2,1,0,2,0,1,1,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,4,2, 1,1,6,6,6,4, 1,6,6,1,96,2,6,6,2,2,2,2,2,4,6,6, 5,6, 4, 4, 5,2, 1,3,6
 1811, 1811,96, 1,96,3, 1, 2, 2,1,1,2,1,1,1,1,1,2,0,5, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2, 1,1,6,6,6,2, 7,1,2,6,96,1,2,1,6,6,2,2,6,6,6,6,96,6,96,96,96,4, 2,1,2
 1812, 1812, 3,96,96,7, 9,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 7,2,2
 1813, 1813,96, 1,96,2, 1,10, 3,2,1,1,1,1,1,1,1,2,0,5, 3,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2, 1,1,6,6,6,4, 1,6,6,1,96,1,1,2,2,2,2,1,3,4,6,6, 4,6, 6, 4, 6,3, 1,1,6
 1814, 1814,96, 5,96,4, 3,14, 5,2,1,1,1,0,3,0,1,1,0,5, 3,2,2,96,2,2,0,3,0,0,0,0,0,0,0,0,0,0,5,4,2, 1,1,6,6,6,3, 1,6,6,1,96,2,6,6,1,1,1,1,1,2,6,6, 5,6, 5, 5, 6,3, 5,4,6
 1815, 1815,96, 5,96,4, 3, 9, 4,2,1,1,1,0,1,0,1,1,0,5, 3,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,3,2, 1,1,6,6,6,3, 1,6,6,1,96,2,6,6,2,2,1,1,1,1,6,6, 5,6, 4, 4, 6,2, 5,3,6
 1816, 1816,96,96,96,7, 8, 4, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 2,1,2
 1817, 1817,96,96,96,5, 6, 8, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,4, 1,6,6,1,96,2,6,6,2,2,1,1,1,3,6,6, 1,1, 3, 3, 6,3, 5,6,6
 1818, 1818,96,96,96,7, 8, 9, 7,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 6,4,4
 1819, 1819,96,96, 2,1, 1,96,96,1,6,6,0,2,0,0,2,1,2,2, 8,1,1, 2,2,2,0,0,1,0,0,0,2,2,3,0,0,0,6,4,2, 3,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,1,96,1,6
 1820, 1820,96,96,96,6, 5, 1, 4,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,4, 1,6,6,1,96,2,6,6,1,1,1,1,4,6,2,6, 4,6, 4, 4, 4,1,96,4,6
 1821, 1821,96,96,96,6, 7, 2, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 2,1,2
 1822, 1822, 4,96,96,6, 7,96,96,2,5,6,0,0,0,0,2,1,0,5,10,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2,97,1,3
 1823, 1823,96,96,96,6, 8,14, 7,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 3,1,6
 1824, 1824,96,96,96,5, 7, 7, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,3, 2,6,6,2,96,2,6,6,3,2,2,1,1,3,6,6, 5,6, 5, 5, 5,1,96,2,5
 1825, 1825,96,96,96,7, 9,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,1,96,3,3
 1826, 1826,96,96, 1,1, 1,96,96,1,6,6,0,2,0,0,2,1,2,2, 8,1,1, 1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,5,3,2, 3,1,6,6,6,2, 8,1,6,2,96,1,5,1,3,2,2,2,2,2,6,6, 3,6, 5, 5, 5,3, 1,1,3
 1827, 1827,96,96,96,7, 9,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,1,96,2,2
 1828, 1828,99, 1,96,1, 2,15, 3,2,1,1,1,2,1,1,1,2,1,3, 9,2,1, 4,2,2,0,1,1,0,0,0,1,1,2,0,0,0,6,4,1, 3,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 4,1,3
 1829, 1829,96,96,96,4, 6,15, 6,2,2,1,2,1,0,0,2,1,0,5, 5,2,2,96,2,2,0,0,0,1,1,0,0,0,0,1,0,0,4,3,2, 1,2,2,6,2,3, 4,2,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 7,1,3
 1830, 1830, 3, 5,96,4, 1,10, 4,2,1,1,1,1,2,0,1,1,0,5,10,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,1,0,5,4,2, 1,1,6,6,6,3, 1,6,6,1,96,2,6,6,1,1,2,1,2,4,6,6, 4,6, 4, 4, 4,3, 3,2,6
 1831, 1831,96,96,96,1, 3,96,96,1,6,6,0,0,0,0,2,1,0,1, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,1, 2,6,2,6,96,2,6,6,6,6,1,2,6,6,6,6,96,6,96,96,96,3, 2,1,1
 1832, 1832, 2,96,96,7, 8,96,96,2,1,6,0,0,0,0,2,1,0,5,11,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,1,96,3,5
 1833, 1833, 1,96,96,5, 7, 8, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 5,1,4
 1834, 1834,96,96,96,4, 6,96,96,1,2,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,2,2,6,1,4, 9,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,4, 2,2,2
 1835, 1835,96, 1,96,2, 1, 4, 2,1,2,2,2,1,1,1,1,2,0,5, 3,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2, 1,1,6,6,6,4, 4,2,6,1,96,2,6,6,1,1,1,1,1,2,6,6, 2,1, 3, 4, 4,4, 1,6,6
 1836, 1836, 2, 1,96,3, 1, 6, 3,2,1,1,1,2,2,2,1,5,0,5, 3,2,2,96,2,2,1,1,0,0,0,0,0,0,0,0,0,0,4,2,2, 1,1,6,6,6,3, 1,6,6,2,96,1,2,1,2,2,2,2,3,5,6,6, 3,6, 4, 4, 5,4, 7,3,6
 1837, 1837,96,96,96,4, 6,96,96,2,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,3, 1,6,6,1,96,2,6,6,1,1,2,1,2,5,6,6, 5,6, 5, 5, 6,4, 1,2,2
 1838, 1838,96,96,96,4, 6, 9, 4,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 5,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 6,1,6
 1839, 1839,96, 1,96,3, 1, 2, 2,1,2,2,2,1,1,1,1,2,0,5, 3,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2, 1,1,6,6,6,4, 1,6,1,6,96,1,5,1,6,6,2,1,6,6,6,6,96,6,96,96,96,2, 2,4,6
 1840, 1840,96,96,96,6, 7,96,96,1,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 3,2,2
 1841, 1841,96, 1,96,3, 1, 3, 2,1,1,2,1,3,3,3,1,5,0,5, 3,2,2,96,2,2,1,2,0,0,0,0,0,0,0,0,0,0,5,2,2, 1,1,6,6,6,3, 1,6,6,1,96,2,6,6,1,1,2,1,2,2,6,6, 5,6, 4, 4, 6,1,96,3,5
 1842, 1842,96,96,96,5, 6,14, 6,2,2,1,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 3,2,5
 1843, 1843,96,96,96,5, 7,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,2,2,6,1,4, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,4, 1,6,6
 1844, 1844,96, 2,96,3, 1, 4, 2,1,1,2,1,2,2,2,1,3,0,5, 3,2,2,96,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,2,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,3,3,3,2,2,3,6,6, 5,6, 3, 3, 4,2, 5,2,5
 1845, 1845, 4,96,96,5, 7,96,96,1,1,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,3, 1,6,6,1,96,2,6,6,1,1,1,1,1,1,6,6, 4,6, 5, 5, 5,2, 6,3,3
 1846, 1846,96,96,96,5, 6, 8, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,4, 1,6,6,1,96,2,6,6,1,3,1,1,2,2,6,6, 3,6, 5, 3, 4,4, 1,6,6
 1847, 1847,96,96, 6,4, 6,96,96,1,6,6,0,0,0,0,2,1,1,8, 9,1,2,96,2,2,0,0,0,0,0,0,0,0,1,0,0,0,3,3,2, 1,1,6,6,6,3, 1,6,6,4, 6,2,6,6,4,5,4,1,4,6,1,4, 5,6, 3, 3, 3,3, 2,2,3
 1848, 1848,96,96,96,5, 7,96,96,1,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,3, 8,2,6,1,96,2,6,6,1,1,1,1,2,4,6,6, 5,6, 5, 5, 5,3, 1,6,6
 1849, 1849,96,96,96,3, 5, 8, 3,1,2,2,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,3, 1,6,6,3,96,1,1,3,3,2,3,2,3,5,6,6, 3,6, 5, 4, 4,4, 1,3,3
 1850, 1850,96,96,96,7, 7, 2, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,1,96,2,2
 1851, 1851, 3, 2,96,3, 1,10, 3,2,1,1,1,2,2,2,1,3,0,5, 3,2,2,96,2,2,2,0,0,0,0,0,0,0,0,0,0,0,4,2,2, 1,1,6,6,6,3, 5,1,6,1,96,2,6,6,2,2,1,1,1,3,6,6, 5,6, 5, 5, 5,1,96,2,4
 1852, 1852,96,96, 3,2, 3,96,96,2,6,6,0,0,0,0,2,1,2,6, 8,1,1, 4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2, 1,1,6,6,6,3, 4,1,6,5, 1,1,2,3,2,5,4,5,3,3,6,6, 1,3, 2, 2, 6,4, 2,1,3
 1853, 1853,96,96,96,3, 4,96,96,1,4,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,4, 3,6,6,1,96,2,6,6,1,3,2,2,3,3,6,6, 1,3, 4, 4, 4,3, 2,4,4
 1854, 1854,96,96,96,7, 8,96,96,2,4,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 7,2,2
 1855, 1855,96,96,96,6, 7,96,96,1,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 2,2,2
 1856, 1856,96, 6,96,5, 3,96,96,2,6,6,0,0,1,0,1,1,0,5, 7,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,2,2,2,4,1,5,6,6, 4,6, 5, 5, 5,4, 2,2,2
 1857, 1857,96,96,96,6, 7, 4, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,2, 1,6,1,6,96,2,6,6,6,6,2,2,6,6,6,6,96,6,96,96,96,3, 1,4,5
 1858, 1858,96,96,96,1, 2,96,96,1,6,6,0,1,0,0,2,1,1,3, 9,2,1, 3,2,2,0,0,0,0,0,0,1,0,0,0,0,1,4,3,2, 3,1,6,6,6,2, 4,1,6,2,96,1,5,2,2,2,3,2,1,2,6,6, 5,6, 4, 5, 6,4, 4,1,3
 1859, 1859,96, 2,96,3, 1,96,96,2,6,6,0,1,1,1,1,3,0,5, 6,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2, 1,1,6,6,6,3, 1,6,6,4, 1,1,1,1,4,3,4,2,3,3,6,6, 5,6, 2, 1, 6,5, 5,2,2
 1860, 1860,96,96,96,2, 3, 6, 2,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,1,3,2,2,2,2,6,6, 4,6, 4, 4, 6,3, 1,3,5
 1861, 1861,96,96,96,4, 5,96,96,1,5,6,0,0,0,0,2,1,0,5,10,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2, 1,1,6,6,6,3, 4,2,2,6,96,2,6,6,6,6,2,1,6,6,6,6,96,6,96,96,96,3, 1,2,2
 1862, 1862,96, 3,96,4, 2, 8, 4,1,1,2,1,1,1,1,1,4,0,5, 3,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,2,2, 1,1,6,6,6,3, 1,6,6,1,96,2,6,6,2,2,2,3,2,1,6,6, 1,2, 3, 3, 4,4, 5,6,6
 1863, 1863,96,96,96,3, 5,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,4, 1,6,6,2,96,1,1,2,1,1,1,2,1,2,6,6, 3,6, 4, 4, 4,4, 1,5,5
 1864, 1864, 4,96,96,7, 9,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,1,96,1,1
 1865, 1865,96, 1,96,2, 1,96,96,2,6,6,0,1,1,1,1,2,0,5, 6,2,2,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2, 1,1,6,6,6,3, 1,6,6,3,96,2,6,6,3,3,5,2,2,3,6,6, 5,6, 3, 4, 6,4, 1,2,2
 1866, 1866,96, 6,96,5, 4,15, 6,2,1,1,1,0,1,0,1,1,0,5, 4,2,2,96,2,2,0,1,0,0,0,0,0,0,0,0,0,0,3,3,2, 8,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,4, 3,3,4
 1867, 1867, 2,96,96,3, 4,11, 3,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,1, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,4, 6,3,5
 1868, 1868,96,96,96,6, 7, 9, 6,1,2,2,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,1,96,4,5
 1869, 1869,96,96,96,5, 6, 2, 5,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,3, 1,6,6,1,96,2,6,6,1,1,2,2,1,2,6,6, 4,6, 4, 4, 3,2, 5,6,6
 1870, 1870,96,96,96,6, 7, 9, 6,1,1,2,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,4, 1,6,1,6,96,1,5,3,6,6,1,2,6,6,6,6,96,6,96,96,96,4, 1,1,2
 1871, 1871,96,96,96,6, 8,14, 7,2,2,1,2,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 5,3,5
 1872, 1872,96,96,96,7, 9,96,96,2,3,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,10,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 6,1,1
 1873, 1873,96,96,96,7, 8, 1, 7,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,1,96,2,4
 1874, 1874,96,96,96,4, 5,14, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,3, 1,6,6,1,96,2,6,6,1,1,1,1,2,3,6,6, 5,6, 2, 5, 5,1,96,3,6
 1875, 1875,96,96,96,7, 8,12, 7,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 5,2,3
 1876, 1876,96,96,96,6, 7, 8, 6,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,2,2,6,1,3, 1,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 6,3,4
 1877, 1877,96,96,96,5, 6,10, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,4, 8,2,6,1,96,2,6,6,4,2,2,2,3,5,6,6, 1,1, 5, 4, 6,4, 1,4,6
 1878, 1878, 2,96,96,1, 2,96,96,1,6,6,0,0,0,0,2,1,1,3, 9,2,1, 3,2,2,0,0,0,0,0,0,1,0,0,0,0,0,3,3,2, 3,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,3, 4,1,3
 1879, 1879,96,96,96,3, 5,96,96,2,5,6,0,0,0,0,2,1,0,5,10,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2, 1,1,6,6,6,3, 1,6,6,1,96,2,6,6,3,1,2,2,2,4,6,6, 3,6, 4, 4, 4,3, 1,3,4
 1880, 1880,96,96,96,4, 6,10, 5,2,1,1,1,0,0,0,2,1,0,5, 2,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2, 1,1,6,6,6,3, 4,1,6,2,96,2,6,6,2,3,2,2,1,3,6,6, 4,6, 4, 4, 6,3, 1,3,6
 1881, 1881,96,96,96,4, 5,96,96,2,4,6,0,0,0,0,2,1,0,5,10,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2, 1,1,6,6,6,2, 1,6,6,2,96,2,6,6,2,2,3,1,2,3,6,6, 3,6, 4, 4, 5,1,96,1,1
 1882, 1882,96,96,96,7, 9,96,96,1,5,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 6,2,2,2,6,6,96,6,6,6,96,6,6,6,6,6,6,6,6,6,6,6,96,6,96,96,96,2, 2,2,2
 1883, 1883,96,96,96,5, 6,96,96,2,6,6,0,0,0,0,2,1,0,5, 1,2,2,96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2, 1,1,6,6,6,3, 9,6,2,6,96,2,6,6,6,6,2,1,6,6,6,6,96,6,96,96,96,3, 2,1,1
 1884, 1884,96, 1,96,2, 1, 6, 2,1,1,2,1,2,2,2,1,2,0,5, 3,2,2,96,2,2,0,2,0,0,0,0,0,0,0,0,0,0,4,2,2, 1,1,6,6,6,3, 1,6,6,2,96,2,6,6,2,4,2,2,2,5,6,6, 5,6, 3, 4, 5,2, 7,4,6
